	cost	responseTime	reliability	TASWorkflow$0	AS2$0	MS3$0	DS1$0	MS2$0	MS4$0	MS1$0	MS5$0	AS1$0	AS3$0	MSBindings-TASWorkflow$0-MS3$0	ServiceBindings-TASWorkflow$0-MS3$0	ServiceBindings-TASWorkflow$0-MS2$0	WorkflowBinding-MS2$0-TASWorkflow$0	WorkflowBinding-AS2$0-TASWorkflow$0	WorkflowBinding-DS1$0-TASWorkflow$0	MSBindings-TASWorkflow$0-MS2$0	WorkflowBinding-MS3$0-TASWorkflow$0	ServiceBindings-TASWorkflow$0-DS1$0	ABindings-TASWorkflow$0-AS2$0	ServiceBindings-TASWorkflow$0-AS2$0	DBindings-TASWorkflow$0-DS1$0	MSBindings-TASWorkflow$0-MS4$0	ServiceBindings-TASWorkflow$0-MS4$0	WorkflowBinding-MS4$0-TASWorkflow$0	ServiceBindings-TASWorkflow$0-MS1$0	MSBindings-TASWorkflow$0-MS1$0	WorkflowBinding-MS1$0-TASWorkflow$0	WorkflowBinding-MS5$0-TASWorkflow$0	MSBindings-TASWorkflow$0-MS5$0	ServiceBindings-TASWorkflow$0-MS5$0	WorkflowBinding-AS3$0-TASWorkflow$0	ABindings-TASWorkflow$0-AS3$0	ABindings-TASWorkflow$0-AS1$0	WorkflowBinding-AS1$0-TASWorkflow$0	ServiceBindings-TASWorkflow$0-AS1$0	ServiceBindings-TASWorkflow$0-AS3$0	[C]TASWorkflow	[C]AS2	[C]MS3	[C]DS1	[C]MS2	[C]MS4	[C]MS1	[C]MS5	[C]AS1	[C]AS3	[C]MSBindings-TASWorkflow-MS3	[C]ServiceBindings-TASWorkflow-MS3	[C]ServiceBindings-TASWorkflow-MS2	[C]WorkflowBinding-MS2-TASWorkflow	[C]WorkflowBinding-AS2-TASWorkflow	[C]WorkflowBinding-DS1-TASWorkflow	[C]MSBindings-TASWorkflow-MS2	[C]WorkflowBinding-MS3-TASWorkflow	[C]ServiceBindings-TASWorkflow-DS1	[C]ABindings-TASWorkflow-AS2	[C]ServiceBindings-TASWorkflow-AS2	[C]DBindings-TASWorkflow-DS1	[C]MSBindings-TASWorkflow-MS4	[C]ServiceBindings-TASWorkflow-MS4	[C]WorkflowBinding-MS4-TASWorkflow	[C]ServiceBindings-TASWorkflow-MS1	[C]MSBindings-TASWorkflow-MS1	[C]WorkflowBinding-MS1-TASWorkflow	[C]WorkflowBinding-MS5-TASWorkflow	[C]MSBindings-TASWorkflow-MS5	[C]ServiceBindings-TASWorkflow-MS5	[C]WorkflowBinding-AS3-TASWorkflow	[C]ABindings-TASWorkflow-AS3	[C]ABindings-TASWorkflow-AS1	[C]WorkflowBinding-AS1-TASWorkflow	[C]ServiceBindings-TASWorkflow-AS1	[C]ServiceBindings-TASWorkflow-AS3	[B]TASWorkflow$0	[B]AS2$0	[B]MS3$0	[B]DS1$0	[B]MS2$0	[B]MS4$0	[B]MS1$0	[B]MS5$0	[B]AS1$0	[B]AS3$0	MAX_TIMEOUTS	MS1_FR	MS2_FR	MS4_FR	AS3_RT	AS1_RT	AS1_FR	MS2_RT	DS1_FR	MS4_RT	AS3_FR	MS5_RT	DS1_C	TIMEOUT_MULT_FACTOR	MS1_C	MS5_FR	DS1_RT	MS5_C	MS3_FR	MS4_C	MS3_C	MS2_C	AS2_RT	MS1_RT	AS1_C	MS3_RT	AS2_C	AS2_FR	AS3_C
sol_19-MAX_TIMEOUTS=5,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=3,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.08,MS5_RT=20,DS1_C=1,TIMEOUT_MULT_FACTOR=3,MS1_C=9.8,MS5_FR=0.05,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	9.962719561323155	22.87585807426142	0.9999835213222041	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	0.06	0.1	0.25	3	11	0.3	27	0.12	29	0.08	20	1	3	9.8	0.05	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_69-MAX_TIMEOUTS=2,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=3,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.08,MS5_RT=20,DS1_C=1,TIMEOUT_MULT_FACTOR=2,MS1_C=9.8,MS5_FR=0.05,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	9.008897048148148	31.37114137259259	0.9782027014814814	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.06	0.1	0.25	3	11	0.3	27	0.12	29	0.08	20	1	2	9.8	0.05	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_26-MAX_TIMEOUTS=5,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=3,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.08,MS5_RT=20,DS1_C=1,TIMEOUT_MULT_FACTOR=6,MS1_C=9.8,MS5_FR=0.05,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	10.3875225261075	20.171599380738275	0.99999807519222	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	0.06	0.1	0.25	3	11	0.3	27	0.12	29	0.08	20	1	6	9.8	0.05	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_106-MAX_TIMEOUTS=1,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=3,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.08,MS5_RT=20,DS1_C=1,TIMEOUT_MULT_FACTOR=5,MS1_C=9.8,MS5_FR=0.05,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	9.80856875	34.356654999999996	0.95695125	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.06	0.1	0.25	3	11	0.3	27	0.12	29	0.08	20	1	5	9.8	0.05	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_29-MAX_TIMEOUTS=4,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=3,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.08,MS5_RT=20,DS1_C=1,TIMEOUT_MULT_FACTOR=4,MS1_C=9.8,MS5_FR=0.05,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	9.124278260968751	32.9017869692925	0.99348016809	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	0.06	0.1	0.25	3	11	0.3	27	0.12	29	0.08	20	1	4	9.8	0.05	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_56-MAX_TIMEOUTS=5,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=3,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.08,MS5_RT=20,DS1_C=1,TIMEOUT_MULT_FACTOR=5,MS1_C=9.8,MS5_FR=0.05,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	8.806255809545313	60.66156601363487	0.9991989579858125	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	0.06	0.1	0.25	3	11	0.3	27	0.12	29	0.08	20	1	5	9.8	0.05	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_81-MAX_TIMEOUTS=1,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=3,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.08,MS5_RT=20,DS1_C=1,TIMEOUT_MULT_FACTOR=6,MS1_C=9.8,MS5_FR=0.05,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	9.6884875	34.25665	0.9510799999999999	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.06	0.1	0.25	3	11	0.3	27	0.12	29	0.08	20	1	6	9.8	0.05	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_76-MAX_TIMEOUTS=2,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=3,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.08,MS5_RT=20,DS1_C=1,TIMEOUT_MULT_FACTOR=5,MS1_C=9.8,MS5_FR=0.05,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	8.839793420833335	45.079062489444446	0.9790963926851851	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.06	0.1	0.25	3	11	0.3	27	0.12	29	0.08	20	1	5	9.8	0.05	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_12-MAX_TIMEOUTS=1,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=3,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.08,MS5_RT=20,DS1_C=1,TIMEOUT_MULT_FACTOR=5,MS1_C=9.8,MS5_FR=0.05,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	10.446462499999999	19.684984375	0.9871425	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.06	0.1	0.25	3	11	0.3	27	0.12	29	0.08	20	1	5	9.8	0.05	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_13-MAX_TIMEOUTS=5,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=3,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.08,MS5_RT=20,DS1_C=1,TIMEOUT_MULT_FACTOR=2,MS1_C=9.8,MS5_FR=0.05,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	9.81253893686182	22.503497547177147	0.9999714542734266	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	0.06	0.1	0.25	3	11	0.3	27	0.12	29	0.08	20	1	2	9.8	0.05	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_9-MAX_TIMEOUTS=3,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=3,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.08,MS5_RT=20,DS1_C=1,TIMEOUT_MULT_FACTOR=5,MS1_C=9.8,MS5_FR=0.05,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	10.487593145	28.90028640708333	0.999415839	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	0.06	0.1	0.25	3	11	0.3	27	0.12	29	0.08	20	1	5	9.8	0.05	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_34-MAX_TIMEOUTS=3,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=3,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.08,MS5_RT=20,DS1_C=1,TIMEOUT_MULT_FACTOR=5,MS1_C=9.8,MS5_FR=0.05,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	7.9923616	57.671079168000006	0.9811822079999999	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	0.06	0.1	0.25	3	11	0.3	27	0.12	29	0.08	20	1	5	9.8	0.05	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_132-MAX_TIMEOUTS=2,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=3,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.08,MS5_RT=20,DS1_C=1,TIMEOUT_MULT_FACTOR=3,MS1_C=9.8,MS5_FR=0.05,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	8.443529999999999	41.7798532	0.9645433999999999	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.06	0.1	0.25	3	11	0.3	27	0.12	29	0.08	20	1	3	9.8	0.05	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_4-MAX_TIMEOUTS=3,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=3,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.08,MS5_RT=20,DS1_C=1,TIMEOUT_MULT_FACTOR=4,MS1_C=9.8,MS5_FR=0.05,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	9.744454325	36.60946411374999	0.9972156750000001	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	0.06	0.1	0.25	3	11	0.3	27	0.12	29	0.08	20	1	4	9.8	0.05	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_125-MAX_TIMEOUTS=3,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=3,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.08,MS5_RT=20,DS1_C=1,TIMEOUT_MULT_FACTOR=5,MS1_C=9.8,MS5_FR=0.05,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	9.56440360625	28.952725984000004	0.9989623702499999	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	0.06	0.1	0.25	3	11	0.3	27	0.12	29	0.08	20	1	5	9.8	0.05	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_103-MAX_TIMEOUTS=1,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=3,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.08,MS5_RT=20,DS1_C=1,TIMEOUT_MULT_FACTOR=5,MS1_C=9.8,MS5_FR=0.05,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	10.5706375	23.462134999999996	0.97044	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.06	0.1	0.25	3	11	0.3	27	0.12	29	0.08	20	1	5	9.8	0.05	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
