	cost	responseTime	reliability	TASWorkflow$0	AS2$0	MS3$0	DS1$0	MS2$0	MS4$0	MS1$0	MS5$0	AS1$0	AS3$0	MSBindings-TASWorkflow$0-MS3$0	ServiceBindings-TASWorkflow$0-MS3$0	ServiceBindings-TASWorkflow$0-MS2$0	WorkflowBinding-MS2$0-TASWorkflow$0	WorkflowBinding-AS2$0-TASWorkflow$0	WorkflowBinding-DS1$0-TASWorkflow$0	MSBindings-TASWorkflow$0-MS2$0	WorkflowBinding-MS3$0-TASWorkflow$0	ServiceBindings-TASWorkflow$0-DS1$0	ABindings-TASWorkflow$0-AS2$0	ServiceBindings-TASWorkflow$0-AS2$0	DBindings-TASWorkflow$0-DS1$0	MSBindings-TASWorkflow$0-MS4$0	ServiceBindings-TASWorkflow$0-MS4$0	WorkflowBinding-MS4$0-TASWorkflow$0	ServiceBindings-TASWorkflow$0-MS1$0	MSBindings-TASWorkflow$0-MS1$0	WorkflowBinding-MS1$0-TASWorkflow$0	WorkflowBinding-MS5$0-TASWorkflow$0	MSBindings-TASWorkflow$0-MS5$0	ServiceBindings-TASWorkflow$0-MS5$0	WorkflowBinding-AS3$0-TASWorkflow$0	ABindings-TASWorkflow$0-AS3$0	ABindings-TASWorkflow$0-AS1$0	WorkflowBinding-AS1$0-TASWorkflow$0	ServiceBindings-TASWorkflow$0-AS1$0	ServiceBindings-TASWorkflow$0-AS3$0	[C]TASWorkflow	[C]AS2	[C]MS3	[C]DS1	[C]MS2	[C]MS4	[C]MS1	[C]MS5	[C]AS1	[C]AS3	[C]MSBindings-TASWorkflow-MS3	[C]ServiceBindings-TASWorkflow-MS3	[C]ServiceBindings-TASWorkflow-MS2	[C]WorkflowBinding-MS2-TASWorkflow	[C]WorkflowBinding-AS2-TASWorkflow	[C]WorkflowBinding-DS1-TASWorkflow	[C]MSBindings-TASWorkflow-MS2	[C]WorkflowBinding-MS3-TASWorkflow	[C]ServiceBindings-TASWorkflow-DS1	[C]ABindings-TASWorkflow-AS2	[C]ServiceBindings-TASWorkflow-AS2	[C]DBindings-TASWorkflow-DS1	[C]MSBindings-TASWorkflow-MS4	[C]ServiceBindings-TASWorkflow-MS4	[C]WorkflowBinding-MS4-TASWorkflow	[C]ServiceBindings-TASWorkflow-MS1	[C]MSBindings-TASWorkflow-MS1	[C]WorkflowBinding-MS1-TASWorkflow	[C]WorkflowBinding-MS5-TASWorkflow	[C]MSBindings-TASWorkflow-MS5	[C]ServiceBindings-TASWorkflow-MS5	[C]WorkflowBinding-AS3-TASWorkflow	[C]ABindings-TASWorkflow-AS3	[C]ABindings-TASWorkflow-AS1	[C]WorkflowBinding-AS1-TASWorkflow	[C]ServiceBindings-TASWorkflow-AS1	[C]ServiceBindings-TASWorkflow-AS3	[B]TASWorkflow$0	[B]AS2$0	[B]MS3$0	[B]DS1$0	[B]MS2$0	[B]MS4$0	[B]MS1$0	[B]MS5$0	[B]AS1$0	[B]AS3$0	MAX_TIMEOUTS	MS1_FR	MS2_FR	MS4_FR	AS3_RT	AS1_RT	AS1_FR	MS2_RT	DS1_FR	MS4_RT	AS3_FR	MS5_RT	DS1_C	TIMEOUT_MULT_FACTOR	MS1_C	MS5_FR	DS1_RT	MS5_C	MS3_FR	MS4_C	MS3_C	MS2_C	AS2_RT	MS1_RT	AS1_C	MS3_RT	AS2_C	AS2_FR	AS3_C
sol_149-MAX_TIMEOUTS=2,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=11,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.5,MS5_RT=5,DS1_C=1,TIMEOUT_MULT_FACTOR=2,MS1_C=9.8,MS5_FR=0.02,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	8.39376555	27.074283115	0.971152235	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.06	0.1	0.25	11	11	0.3	27	0.12	29	0.5	5	1	2	9.8	0.02	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_20-MAX_TIMEOUTS=4,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=11,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.5,MS5_RT=5,DS1_C=1,TIMEOUT_MULT_FACTOR=4,MS1_C=9.8,MS5_FR=0.02,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	13.941570722473333	49.01425014514558	0.97988867555425	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	0.06	0.1	0.25	11	11	0.3	27	0.12	29	0.5	5	1	4	9.8	0.02	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_141-MAX_TIMEOUTS=4,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=11,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.5,MS5_RT=5,DS1_C=1,TIMEOUT_MULT_FACTOR=3,MS1_C=9.8,MS5_FR=0.02,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	8.6528028650525	29.6209860008965	0.99661748356925	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	0.06	0.1	0.25	11	11	0.3	27	0.12	29	0.5	5	1	3	9.8	0.02	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_84-MAX_TIMEOUTS=1,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=11,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.5,MS5_RT=5,DS1_C=1,TIMEOUT_MULT_FACTOR=4,MS1_C=9.8,MS5_FR=0.02,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	9.851951249999999	40.74705025	0.85370075	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.06	0.1	0.25	11	11	0.3	27	0.12	29	0.5	5	1	4	9.8	0.02	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_148-MAX_TIMEOUTS=4,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=11,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.5,MS5_RT=5,DS1_C=1,TIMEOUT_MULT_FACTOR=4,MS1_C=9.8,MS5_FR=0.02,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	8.458138819119482	41.4262587487178	0.9963931826920549	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	0.06	0.1	0.25	11	11	0.3	27	0.12	29	0.5	5	1	4	9.8	0.02	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_61-MAX_TIMEOUTS=4,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=11,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.5,MS5_RT=5,DS1_C=1,TIMEOUT_MULT_FACTOR=4,MS1_C=9.8,MS5_FR=0.02,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	9.45774519132	38.568812800717325	0.9982418724719998	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	0.06	0.1	0.25	11	11	0.3	27	0.12	29	0.5	5	1	4	9.8	0.02	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_46-MAX_TIMEOUTS=4,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=11,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.5,MS5_RT=5,DS1_C=1,TIMEOUT_MULT_FACTOR=2,MS1_C=9.8,MS5_FR=0.02,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	7.918224508820508	30.921263117256863	0.9930380412680624	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	0.06	0.1	0.25	11	11	0.3	27	0.12	29	0.5	5	1	2	9.8	0.02	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_101-MAX_TIMEOUTS=3,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=11,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.5,MS5_RT=5,DS1_C=1,TIMEOUT_MULT_FACTOR=4,MS1_C=9.8,MS5_FR=0.02,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	10.427524215750001	42.72465450875	0.97363197425	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	0.06	0.1	0.25	11	11	0.3	27	0.12	29	0.5	5	1	4	9.8	0.02	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_95-MAX_TIMEOUTS=2,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=11,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.5,MS5_RT=5,DS1_C=1,TIMEOUT_MULT_FACTOR=6,MS1_C=9.8,MS5_FR=0.02,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	10.491683814583334	52.73780087708333	0.9394905037500001	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.06	0.1	0.25	11	11	0.3	27	0.12	29	0.5	5	1	6	9.8	0.02	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_16-MAX_TIMEOUTS=2,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=11,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.5,MS5_RT=5,DS1_C=1,TIMEOUT_MULT_FACTOR=2,MS1_C=9.8,MS5_FR=0.02,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	12.74374074074074	38.46339935185185	0.9148228703703704	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.06	0.1	0.25	11	11	0.3	27	0.12	29	0.5	5	1	2	9.8	0.02	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_137-MAX_TIMEOUTS=2,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=11,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.5,MS5_RT=5,DS1_C=1,TIMEOUT_MULT_FACTOR=5,MS1_C=9.8,MS5_FR=0.02,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	8.4996900390625	47.176104578125	0.9694416289062501	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.06	0.1	0.25	11	11	0.3	27	0.12	29	0.5	5	1	5	9.8	0.02	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_25-MAX_TIMEOUTS=3,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=11,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.5,MS5_RT=5,DS1_C=1,TIMEOUT_MULT_FACTOR=2,MS1_C=9.8,MS5_FR=0.02,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	13.323899984	34.036441236	0.9600637639999999	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	0.06	0.1	0.25	11	11	0.3	27	0.12	29	0.5	5	1	2	9.8	0.02	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_87-MAX_TIMEOUTS=3,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=11,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.5,MS5_RT=5,DS1_C=1,TIMEOUT_MULT_FACTOR=3,MS1_C=9.8,MS5_FR=0.02,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	10.879571010125002	31.151476102749996	0.973841282875	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	0.06	0.1	0.25	11	11	0.3	27	0.12	29	0.5	5	1	3	9.8	0.02	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_0-MAX_TIMEOUTS=1,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=11,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.5,MS5_RT=5,DS1_C=1,TIMEOUT_MULT_FACTOR=2,MS1_C=9.8,MS5_FR=0.02,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	11.817739999999999	28.069626	0.835224	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.06	0.1	0.25	11	11	0.3	27	0.12	29	0.5	5	1	2	9.8	0.02	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_100-MAX_TIMEOUTS=1,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=11,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.5,MS5_RT=5,DS1_C=1,TIMEOUT_MULT_FACTOR=2,MS1_C=9.8,MS5_FR=0.02,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	9.36424527777778	30.255597944444443	0.8542734444444444	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.06	0.1	0.25	11	11	0.3	27	0.12	29	0.5	5	1	2	9.8	0.02	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
sol_123-MAX_TIMEOUTS=2,MS1_FR=0.06,MS2_FR=0.1,MS4_FR=0.25,AS3_RT=11,AS1_RT=11,AS1_FR=0.3,MS2_RT=27,DS1_FR=0.12,MS4_RT=29,AS3_FR=0.5,MS5_RT=5,DS1_C=1,TIMEOUT_MULT_FACTOR=2,MS1_C=9.8,MS5_FR=0.02,DS1_RT=1,MS5_C=11.9,MS3_FR=0.15,MS4_C=7.3,MS3_C=9.3,MS2_C=8.9,AS2_RT=9,MS1_RT=22,AS1_C=4.1,MS3_RT=31,AS2_C=2.5,AS2_FR=0.4,AS3_C=6.8	11.179665953009259	26.862762952037034	0.9578843488888888	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.06	0.1	0.25	11	11	0.3	27	0.12	29	0.5	5	1	2	9.8	0.02	1	11.9	0.15	7.3	9.3	8.9	9	22	4.1	31	2.5	0.4	6.8
